sequence_id	bgc_id	start	end	type
1550091.SAMN03079345.JROE01000004	BGC0001150	409323	432760	Polyketide
1550091.SAMN03079345.JROE01000006	BGC0001151	212974	232910	Unknown
1550091.SAMN03079345.JROE01000007	BGC0001152	139200	171011	NRP;Polyketide
1550232.SAMN05660464.FOWQ01000003	BGC0001153	362179	403005	NRP
1550241.SAMN03083278.CP009961	BGC0001154	827714	844275	Unknown
1555112.SAMD00034894.AP014924	BGC0001155	1932004	1958291	RiPP
155974.SAMN04487818.FOGI01000012	BGC0001156	81756	117544	Terpene
1561.SAMN04262349.CP014204	BGC0001157	1441264	1458431	RiPP
1561204.SAMN03107784.JSEP01000002	BGC0001159	244785	287868	NRP;Polyketide
1561204.SAMN03107784.JSEP01000008	BGC0001160	132176	140339	Polyketide
1561206.SAMN03107778.JSEN01000006	BGC0001161	122286	131447	Polyketide
1564506.SAMN04579687.CP015039	BGC0001162	1908356	1917704	Polyketide
1564956.SAMEA3645294.CZRP01000012	BGC0001163	500469	509768	Polyketide
1565129.SAMN03140421.JSFF01000003	BGC0001164	145946	154274	Polyketide
1565605.SAMN03144834.CP010554	BGC0001165	1427147	1514574	NRP;Polyketide
1566263.SAMN03159406.FOGR01000004	BGC0001166	357640	373264	NRP
1566278.SAMN03159341.FOTE01000009	BGC0001167	153085	162409	RiPP
1566279.SAMN03159358.FOIK01000002	BGC0001168	398641	403223	NRP
1566387.SAMN03219998.MDEO01000028	BGC0001169	132397	181557	Polyketide
1567107.SAMN03447299.LAQP01000013	BGC0001170	116432	124918	RiPP
1567108.SAMN04419563.LRML01000002	BGC0001171	237452	243344	RiPP
1567108.SAMN04419563.LRML01000003	BGC0001172	272887	315322	NRP;Polyketide
156994.SAMN04488028.FRAA01000001	BGC0001173	828926	838871	RiPP
156994.SAMN04488028.FRAA01000003	BGC0001174	247035	253087	RiPP
1570342.SAMD00022843.BBRJ01000002	BGC0001176	955027	959819	RiPP
1571.SAMN04623202.CP015207	BGC0001177	1616243	1652985	Polyketide
1572645.SAMN06109290.MRCI01000002	BGC0001178	162168	243076	NRP
1575.SAMN03197546.JVKI01000018	BGC0001179	167641	214179	Polyketide
1576369.SAMN05421753.FOQD01000002	BGC0001181	189047	191228	Terpene
1576369.SAMN05421753.FOQD01000004	BGC0001182	187377	221378	NRP;Polyketide
1577686.SAMN03495983.LBHJ01000002	BGC0001183	208732	360243	Polyketide
1577686.SAMN03495983.LBHJ01000004	BGC0001184	437816	445114	Unknown
1577905.SAMN03246068.JWLL01000001	BGC0001185	162182	173903	NRP
1577905.SAMN03246068.JWLL01000004	BGC0001186	116709	219747	Polyketide
1577905.SAMN03246068.JWLL01000005	BGC0001187	402026	414588	NRP;Polyketide
1579424.SAMN06174760.MSPR01000001	BGC0001188	140272	148743	RiPP
1581069.SAMN03436225.KV786211	BGC0001189	145821	187751	NRP
1581129.SAMN03434236.KV789039	BGC0001190	184685	237645	Polyketide
158190.SAMN02261363.CP003155	BGC0001191	1787943	1804469	Unknown
1582.SAMN03580836.LCUN01000023	BGC0001192	113162	154334	NRP
1584.SAMEA3986259.FLLT01000006	BGC0001193	519772	561106	NRP
1585697.SAMN03265469.JWIT01000008	BGC0001194	137258	209788	Polyketide
1587.SAMN03982146.CP012381	BGC0001195	1082185	1158887	NRP;Polyketide
1589.SAMN03785590.LFLY01000002	BGC0001196	332577	377773	NRP
1590651.SAMN03274189.JXAK01000001	BGC0001197	124432	137111	Polyketide
159292.SAMN05192546.FNPV01000003	BGC0001198	213392	216698	Terpene
159449.SAMN06459519.MWQN01000003	BGC0001199	370383	433783	Polyketide
159449.SAMN06459519.MWQN01000004	BGC0001200	329555	391572	Polyketide
159449.SAMN06459519.MWQN01000005	BGC0001201	134489	136780	Terpene
1601833.SAMN05518684.FOGT01000001	BGC0001202	190593	218323	NRP;Polyketide
1601833.SAMN05518684.FOGT01000002	BGC0001203	172855	210371	NRP;Polyketide
1601833.SAMN05518684.FOGT01000003	BGC0001204	167184	275409	Polyketide
1603038.SAMN03284651.JXQD01000025	BGC0001205	426015	473259	Polyketide
1603555.SAMN03286947.CP011097	BGC0001206	833945	845665	Unknown
1604354.SAMEA3220414.CDQL01000004	BGC0001207	179803	231838	NRP
1604354.SAMEA3220414.CDQL01000007	BGC0001209	200376	203889	RiPP
1604354.SAMEA3220414.CDQL01000008	BGC0001210	217491	226726	RiPP
160453.SAMN03267171.JXKO01000001	BGC0001211	228181	261844	NRP
160453.SAMN03267171.JXKO01000005	BGC0001212	116068	171290	NRP;Polyketide
160492.SAMN02603773.AE003849	BGC0001213	1373750	1419267	Polyketide
1605367.SAMN03940006.LGTQ01000013	BGC0001214	165045	212574	NRP
160791.SAMN02787159.JQMC01000001	BGC0001215	228254	269351	NRP
1608583.SAMEA3312815.CTEN01000002	BGC0001216	231716	256996	NRP;Polyketide
1608584.SAMEA3546016.CYUH01000015	BGC0001217	738094	739785	Unknown
1608910.SAMN04498895.KV837617	BGC0001218	152808	179206	NRP;Polyketide
1609966.SAMN03323603.CP010869	BGC0001219	1763806	1787306	Polyketide
1609977.SAMN03329624.CP010836	BGC0001220	2631238	2781238	NRP
1610489.SAMN06295981.FXAR01000002	BGC0001221	170305	194826	Unknown
1610491.SAMN03580769.LBNQ01000009	BGC0001222	125391	128928	RiPP
161355.SAMD00048613.BDCX01000006	BGC0001223	122898	132580	Unknown
161398.SAMN04259808.CP013188	BGC0001224	475717	485551	Unknown
1616.SAMN02797804.JQBP01000002	BGC0001225	154920	182274	NRP
1616823.SAMN03351980.JYII01000012	BGC0001227	414866	427010	Terpene
1617448.SAMD00027151.AP014821	BGC0001229	1989986	1998617	RiPP
1618346.SAMN03319476.LBWX01000002	BGC0001230	144333	192545	NRP;Polyketide
1618709.SAMN03319376.LBTC01000002	BGC0001231	167524	229792	NRP;Polyketide
1619077.SAMN03319238.LBNX01000002	BGC0001233	197200	269376	NRP
1619086.SAMN03319738.LCGZ01000001	BGC0001235	200776	251728	NRP;Polyketide
1619100.SAMN03319463.LBWK01000001	BGC0001236	275892	304949	Polyketide
1619100.SAMN03319463.LBWK01000002	BGC0001237	161842	183392	Polyketide
1619947.SAMN03340297.JYOE01000011	BGC0001238	135171	142198	Unknown
1619952.SAMN03340298.JYOD01000017	BGC0001239	133157	140185	Unknown
162.SAMEA3178919.CDNC01000012	BGC0001240	131862	160378	NRP
1621989.SAMN03372543.CP013015	BGC0001242	1253494	1276658	Polyketide
1623448.SAMN03377046.CP011001	BGC0001244	648984	654342	Polyketide
1629708.SAMN03400142.LADR01000008	BGC0001245	275644	301917	Polyketide
1629708.SAMN03400142.LADR01000045	BGC0001246	124409	152837	Polyketide
1629719.SAMN03400150.LADT01000053	BGC0001248	137767	142067	Terpene
1630.SAMN05216514.FNZD01000001	BGC0001249	148842	154962	NRP
1630135.SAMN03774729.CP012117	BGC0001250	1155702	1169775	NRP
1630136.SAMN04247392.LNKT01000012	BGC0001251	146798	162231	NRP
1630693.SAMN03417852.CP011271	BGC0001252	4394923	4402881	Polyketide
1632864.SAMN03417854.CP011270	BGC0001254	4192608	4200402	Polyketide
1635005.SAMN03447206.LAMX01000012	BGC0001255	126546	167845	NRP;Polyketide
1637999.SAMN03452270.CP011265	BGC0001257	1984389	1991938	Polyketide
1640516.SAMN03462098.LDXR01000002	BGC0001258	201700	209260	Polyketide
1641875.SAMN03480902.LAXJ01000003	BGC0001260	272036	287312	Terpene
1642570.SAMN03485799.LAZU01000037	BGC0001261	226559	241462	NRP
1642818.SAMN04395152.LQRT01000024	BGC0001262	336457	368810	Polyketide
1647556.SAMN04192297.LLWC01000022	BGC0001264	369086	419087	Polyketide
1650663.SAMEA3673149.LN908960	BGC0001265	189694	199630	Polyketide
1650663.SAMEA3673149.LN908962	BGC0001266	266908	296907	Polyketide
1650663.SAMEA3673149.LN908964	BGC0001267	412677	449533	Terpene
165186.SAMEA3545392.FMGG01000002	BGC0001268	390593	403484	NRP;Polyketide
1658109.SAMEA3442603.LN852696	BGC0001273	551414	556715	Polyketide
1659199.SAMN03737327.LFCO01000001	BGC0001275	138771	148722	Polyketide
1660.SAMN04166493.LLVT01000002	BGC0001276	293399	300987	Polyketide
1660144.SAMN03652517.MEGN01000001	BGC0001277	423140	480980	Terpene
1660144.SAMN03652517.MEGN01000003	BGC0001278	246293	300781	Terpene
1661583.SAMN03743790.LDYB01000014	BGC0001280	167603	217604	Polyketide
1662421.SAMN04432128.LRUB01000011	BGC0001281	160379	505306	Polyketide
166314.SAMN02436260.CP006882	BGC0001283	1004144	1036499	Polyketide
1665555.SAMN03763493.LPNY01000021	BGC0001284	136737	142029	Terpene
1665555.SAMN03763493.LPNY01000139	BGC0001285	242997	265797	Unknown
1666909.SAMN03785493.LIHN01000018	BGC0001286	149105	165286	Unknown
1666909.SAMN03785493.LIHN01000021	BGC0001287	130742	209523	Polyketide
1666911.SAMN03785498.LJZR01000001	BGC0001288	204502	353835	Polyketide
1666912.SAMN04386380.FBYC01000001	BGC0001289	286055	296698	RiPP
1666916.SAMN03785499.LJSV01000001	BGC0001290	194263	231687	NRP
1666916.SAMN03785499.LJSV01000002	BGC0001291	194874	203890	RiPP
1670619.SAMN03768409.LFVY01000005	BGC0001292	149359	187815	Unknown
1671645.SAMN03776770.LFSC01000009	BGC0001293	141509	191249	Polyketide
1671877.SAMN03777285.LFLB01000003	BGC0001294	147056	156075	Unknown
1672749.SAMN05832038.MKIO01000031	BGC0001295	196370	214524	Unknown
1673717.SAMEA3750678.LN868536	BGC0001296	369143	412878	Polyketide
1673718.SAMEA103984634.FXDJ01000008	BGC0001297	388346	443885	NRP
1673723.SAMEA3869489.FIZW01000001	BGC0001298	173409	214410	Polyketide
1674291.SAMN03785143.LFNE01000003	BGC0001299	221544	291880	Polyketide
1674809.SAMN03837491.LUYM01000030	BGC0001300	132947	192757	Polyketide
1674849.SAMN03837547.LVAQ01000013	BGC0001301	127226	180479	Polyketide
1674851.SAMN03837549.LVAS01000063	BGC0001302	178965	204651	Unknown
1674894.SAMN03837529.LUZY01000002	BGC0001303	138783	247455	Polyketide
167548.SAMN02769558.JNAO01000013	BGC0001304	192349	207443	Polyketide
1677858.SAMEA3539092.CYSP01000001	BGC0001305	172496	196749	Polyketide
1678128.SAMN03569611.CP011774	BGC0001306	1666169	1672578	RiPP
1678129.SAMN03569612.CP011834	BGC0001307	1415418	1419501	RiPP
1679169.SAMN03840768.LFZV01000001	BGC0001310	2089896	2092601	Terpene
1679489.SAMN04592497.LWHG01000029	BGC0001311	203434	218844	RiPP
1681.SAMN03271680.CP010412	BGC0001312	1136095	1179532	NRP
1684.SAMN03271968.KQ034040	BGC0001313	1127013	1217014	Terpene
1684141.SAMN03853465.LIGF01000001	BGC0001314	2113731	2173732	Terpene
1685377.SAMN04376035.LQBR01000003	BGC0001315	252440	287737	Terpene
1685377.SAMN04376035.LQBR01000004	BGC0001316	185606	595337	Unknown
1685378.SAMN04376033.LQBP01000002	BGC0001317	255579	533164	Terpene
1685379.SAMN04376034.LQBQ01000001	BGC0001318	444287	525281	Unknown
1686310.SAMN04505059.LXYT01000001	BGC0001321	772452	921818	Terpene
1689269.SAMEA3539502.LN881723	BGC0001322	562438	689947	Terpene
1689272.SAMEA3635090.LN898218	BGC0001323	140855	217668	Terpene
1689303.SAMEA3546014.CYUO01000005	BGC0001324	539316	646440	Terpene
168935.SAMN04332629.LPVY01000013	BGC0001325	171719	573047	Alkaloid
1689867.SAMN03892967.LGRT01000004	BGC0001327	200139	238557	NRP;Polyketide
1689867.SAMN03892967.LGRT01000018	BGC0001328	194623	233520	NRP;Polyketide
1690248.SAMN03897213.CP012171	BGC0001329	1904638	1941442	NRP;Polyketide
1690485.SAMN03894415.CP012157	BGC0001330	1691115	1734702	NRP;Polyketide
1691903.SAMN05177220.LYRP01000001	BGC0001331	621398	656374	NRP;Polyketide
1691903.SAMN05177220.LYRP01000022	BGC0001332	253110	295196	NRP;Polyketide
1691979.SAMN03894433.LGYU01000020	BGC0001333	114582	134600	Alkaloid
1692239.SAMN03941641.LGYE01000003	BGC0001334	228115	248892	Alkaloid
169430.SAMN05192544.FNXA01000004	BGC0001335	154414	180537	Alkaloid
169430.SAMN05192544.FNXA01000006	BGC0001336	125346	137966	Alkaloid
1697.SAMN06298555.CP019705	BGC0001337	1339719	1362252	Alkaloid
1698521.SAMN03956932.LUTV01000003	BGC0001338	371087	413900	Polyketide
1699624.SAMN03975702.CP012533	BGC0001339	1671559	1741259	Polyketide
1700845.SAMN03978777.LIGP01000002	BGC0001340	322334	374880	Polyketide
1703341.SAMN05176186.LYWY01000039	BGC0001341	276639	297461	NRP
1703341.SAMN05176186.LYWY01000040	BGC0001342	181901	263646	NRP;Polyketide
1703345.SAMN04590022.LVYD01000013	BGC0001343	218147	237496	Polyketide
1703345.SAMN04590022.LVYD01000043	BGC0001344	187701	239214	NRP;Polyketide
1703345.SAMN04590022.LVYD01000113	BGC0001345	139130	158783	NRP
1705394.SAMN03280981.CP010552	BGC0001346	760898	795577	NRP
1707785.SAMN04017855.CP012640	BGC0001348	2909621	2980422	Polyketide
1708715.SAMN02597177.AZNX01000009	BGC0001349	121928	206523	NRP;Polyketide
1709001.SAMN06172149.MSIG01000001	BGC0001350	300606	399665	Polyketide
1715693.SAMEA3542137.CYTW01000004	BGC0001356	205463	211164	RiPP
1716143.SAMN04440740.CP014206	BGC0001357	1985061	2011993	Polyketide
1716176.SAMN04088201.LJTD01000003	BGC0001358	254003	353578	Polyketide
1718998.SAMN04857230.LWLE01000012	BGC0001360	162791	185966	Polyketide
1720200.SAMEA3907616.FKLA01000009	BGC0001361	1139753	1144333	Terpene
1720317.SAMEA4555320.LT635552	BGC0001363	183929	227137	NRP;Polyketide
1720317.SAMEA4555320.LT635553	BGC0001364	914318	931908	RiPP
1723382.SAMEA4555319.LT635493	BGC0001365	582689	606473	NRP
1729690.SAMN04102797.LMXH01000001	BGC0001366	952136	967598	Polyketide
1729690.SAMN04102797.LMXH01000005	BGC0001367	155633	195353	NRP;Polyketide
1729720.SAMN04116623.CP012872	BGC0001368	2010932	2053363	NRP
1735162.SAMN03842446.CP013063	BGC0001369	617829	648755	Polyketide
1735682.SAMN04151684.LMKK01000003	BGC0001370	386224	466100	NRP
1735684.SAMN04151685.LMKM01000023	BGC0001371	273970	330601	NRP
1735690.SAMN04151588.LMKS01000016	BGC0001372	123297	176902	Terpene
1735695.SAMN04151591.LMKX01000007	BGC0001373	434924	552145	Polyketide
1736209.SAMN04151574.LMRH01000003	BGC0001374	450451	467701	Unknown
1736214.SAMN04151594.LMLA01000008	BGC0001375	191819	204656	Terpene
1736218.SAMN04151598.LMLE01000011	BGC0001376	221892	257737	Polyketide
1736223.SAMN04151603.LMLI01000019	BGC0001377	170882	215883	Polyketide
1736225.SAMN04151605.LMLK01000022	BGC0001378	282063	332057	Polyketide
1736234.SAMN04151614.LMLV01000031	BGC0001379	152734	186309	NRP
1736234.SAMN04151614.LMLV01000033	BGC0001380	165619	185265	Saccharide
1736295.SAMN04151675.LMPS01000004	BGC0001381	626957	837260	Polyketide
1736295.SAMN04151675.LMPS01000006	BGC0001383	347288	402638	Polyketide
1736300.SAMN04151688.LMRN01000007	BGC0001384	326413	370561	Polyketide
1736301.SAMN04151691.LMLS01000003	BGC0001386	199799	225400	Polyketide
1736318.SAMN04151708.LMNA01000027	BGC0001387	181860	211618	Unknown
1736338.SAMN04151728.LMOM01000032	BGC0001388	217610	223798	RiPP
1736338.SAMN04151728.LMOM01000043	BGC0001389	134647	219407	NRP
1736349.SAMN04151739.LMPL01000002	BGC0001390	345243	364988	NRP;Polyketide
1736349.SAMN04151739.LMPL01000003	BGC0001391	323642	334035	RiPP
1736351.SAMN04151741.LMPW01000001	BGC0001392	271871	293797	RiPP
1736351.SAMN04151741.LMPW01000011	BGC0001393	169086	199870	NRP
1736351.SAMN04151741.LMPW01000013	BGC0001394	215046	271287	NRP;Polyketide
1736360.SAMN04151750.LMQG01000039	BGC0001395	169371	194091	Unknown
1736362.SAMN04151752.LMQI01000003	BGC0001396	342321	424083	Polyketide
1736362.SAMN04151752.LMQI01000004	BGC0001397	309778	382454	NRP;Polyketide
1736375.SAMN04151765.LMQW01000034	BGC0001399	183690	196949	NRP
1736375.SAMN04151765.LMQW01000051	BGC0001400	212713	228179	Polyketide
1736381.SAMN04151771.LMQT01000021	BGC0001402	123181	161606	NRP
1736398.SAMN04155663.LMSD01000023	BGC0001403	328679	354390	Polyketide
1736410.SAMN04155675.LMSO01000008	BGC0001404	144190	172948	Polyketide
1736411.SAMN04155676.LMSP01000012	BGC0001405	329592	389102	Polyketide
1736433.SAMN04155702.LMDI01000005	BGC0001406	135534	217669	NRP
1736445.SAMN04155714.LMEE01000002	BGC0001407	533957	544759	RiPP
1736456.SAMN04155725.LMEY01000028	BGC0001408	158044	168342	Unknown
1736471.SAMN04155740.LMFZ01000048	BGC0001409	167731	226946	Polyketide
1736473.SAMN04155742.LMGD01000020	BGC0001410	322668	339460	Saccharide
1736473.SAMN04155742.LMGD01000021	BGC0001411	277060	311568	Saccharide
1736474.SAMN04155743.LMGF01000003	BGC0001412	839754	864208	Saccharide
1736487.SAMN04155756.LMHZ01000001	BGC0001413	158377	210458	NRP
1736487.SAMN04155756.LMHZ01000056	BGC0001414	176628	243493	NRP
1736487.SAMN04155756.LMHZ01000067	BGC0001415	144326	174614	NRP
1736496.SAMN04155765.LMIO01000001	BGC0001416	550465	665536	NRP
1736518.SAMN04155787.LMDB01000035	BGC0001417	187921	222369	NRP;Polyketide
1736519.SAMN04155788.LMDD01000007	BGC0001418	890096	930556	NRP;Polyketide
1736525.SAMN04155794.LMDN01000002	BGC0001419	369148	409352	NRP;Polyketide
1736531.SAMN04155800.LMEA01000011	BGC0001420	501142	544424	NRP;Polyketide
1736537.SAMN04155806.LMEM01000011	BGC0001421	201602	248701	NRP;Polyketide
1736544.SAMN04155813.LMJW01000023	BGC0001422	216426	259174	NRP;Polyketide
1736545.SAMN04155814.LMFB01000005	BGC0001423	182826	223954	NRP;Polyketide
1736545.SAMN04155814.LMFB01000009	BGC0001424	243110	284699	NRP;Polyketide
1736550.SAMN04155819.LMFJ01000001	BGC0001425	1353706	1397841	NRP;Polyketide
1736552.SAMN04155821.LMFO01000029	BGC0001426	267133	311267	NRP;Polyketide
1736552.SAMN04155821.LMFO01000033	BGC0001427	147618	191770	NRP;Polyketide
1736575.SAMN04155844.LMGZ01000001	BGC0001428	205236	249918	NRP;Polyketide
1736578.SAMN04155847.LMHC01000027	BGC0001429	152717	192706	NRP;Polyketide
1736584.SAMN04155853.LMHH01000002	BGC0001430	305281	343564	NRP;Polyketide
1736594.SAMN04155863.LMIB01000001	BGC0001431	919508	959393	NRP;Polyketide
1736594.SAMN04155863.LMIB01000012	BGC0001432	512002	554419	NRP;Polyketide
1736603.SAMN04155872.LMIW01000008	BGC0001433	599019	667314	Polyketide
1737403.SAMN04191486.CP012986	BGC0001434	585253	599471	NRP
1737983.SAMN05207068.LYXZ01000013	BGC0001435	135959	172719	NRP;Polyketide
1739113.SAMN04193358.KQ954257	BGC0001436	144611	202902	Polyketide
1739114.SAMN04193359.KQ954288	BGC0001437	133936	153497	NRP
1739535.SAMN04480449.KV820999	BGC0001438	443542	481857	Polyketide;Saccharide
1739787.SAMN04193328.LNCI01000002	BGC0001439	296321	336386	Polyketide;Saccharide
1739787.SAMN04193328.LNCI01000007	BGC0001440	178615	192386	Unknown
1740090.SAMN04195057.LLWP01000003	BGC0001441	143624	171607	Unknown
1742358.SAMN04202597.LMBX01000003	BGC0001443	181743	205901	NRP;Polyketide
1742865.SAMN03267309.LLYS01000001	BGC0001445	205705	237325	NRP;Polyketide
1743144.SAMN05003852.MAYU01000021	BGC0001446	407652	423465	Polyketide
1743146.SAMN05006709.MAYV01000018	BGC0001447	134080	246761	Polyketide
1743157.SAMN04074796.LOJJ01000002	BGC0001448	155551	227849	NRP
1743168.SAMN05017694.CP015922	BGC0001449	1090540	1133041	Alkaloid;NRP;Polyketide
1747.SAMN03982942.CP012351	BGC0001451	1232736	1268536	NRP
1750590.SAMN04235588.LMXN01000001	BGC0001452	398681	492115	Polyketide
1751427.SAMN04246309.LNAL01000008	BGC0001453	774754	781988	Unknown
1752184.SAMN04254502.LNEI01000027	BGC0001454	179711	180896	Unknown
1752192.SAMN04254504.LNEK01000020	BGC0001455	268802	295545	NRP;Polyketide
1752195.SAMN04254487.LNDT01000030	BGC0001456	160738	170515	Terpene
1752199.SAMN04254489.LNDV01000034	BGC0001457	614752	669423	NRP
1752200.SAMN04254490.LNDW01000015	BGC0001458	279975	291270	Unknown
1752200.SAMN04254490.LNDW01000021	BGC0001459	141813	209744	NRP
1752200.SAMN04254490.LNDW01000024	BGC0001460	144451	210798	NRP
1752201.SAMN04254498.LNEE01000062	BGC0001461	278014	345807	NRP
1752206.SAMN04254514.LNEU01000026	BGC0001462	285290	354665	NRP
1752208.SAMN04254512.LNES01000003	BGC0001463	390300	397007	Unknown
1752225.SAMN04254515.LNEV01000008	BGC0001464	142854	149559	Unknown
1752225.SAMN04254515.LNEV01000009	BGC0001465	204985	217205	Unknown
1752231.SAMN04254497.LNED01000022	BGC0001467	144055	169837	NRP;Polyketide
1752398.SAMN05006708.LYBW01000064	BGC0001468	143449	152415	Unknown
1759059.SAMN04279642.CP013244	BGC0001469	1820223	1850276	NRP
1759079.SAMN04256160.LNSG01000003	BGC0001470	236232	331407	Polyketide
1759557.SAMN04325320.LPUT01000028	BGC0001471	200455	225218	RiPP
1761751.SAMN04488145.FPAF01000001	BGC0001472	583830	603316	RiPP
1761751.SAMN04488145.FPAF01000002	BGC0001473	291846	323697	RiPP
1761753.SAMN04488156.FNQA01000002	BGC0001474	412160	440532	RiPP
1761753.SAMN04488156.FNQA01000004	BGC0001475	155629	165250	Polyketide
1761874.SAMN04488601.FPAC01000003	BGC0001476	168802	186502	Unknown
1761878.SAMN04488689.FNAZ01000002	BGC0001477	383923	500623	NRP;Polyketide
1761878.SAMN04488689.FNAZ01000004	BGC0001478	282719	288139	Unknown
1761878.SAMN04488689.FNAZ01000006	BGC0001479	103576	110122	NRP
1761878.SAMN04488689.FNAZ01000010	BGC0001480	69163	88947	Unknown
1761882.SAMN04487898.FNEX01000001	BGC0001481	299697	300954	Terpene
1761882.SAMN04487898.FNEX01000004	BGC0001483	209797	235052	Unknown
1761882.SAMN04487898.FNEX01000005	BGC0001484	191911	228343	Unknown
1761882.SAMN04487898.FNEX01000006	BGC0001485	161514	179693	Unknown
1761885.SAMN04487827.FOIV01000003	BGC0001486	433044	444258	RiPP
1761889.SAMN04487852.FOWK01000003	BGC0001487	204946	214058	Unknown
1761891.SAMN05878071.FSRF01000002	BGC0001488	372001	385753	Unknown
1761893.SAMN04293675.LOFG01000001	BGC0001489	351895	374640	Polyketide
176279.SAMN02603975.CP000029	BGC0001491	1273253	1399075	Polyketide
1763537.SAMN04451899.LRXL01000045	BGC0001492	182471	252779	Polyketide
1765057.SAMD00043969.BCMZ01000002	BGC0001493	123263	126074	RiPP
1765722.SAMN04304558.LOCL01000029	BGC0001494	171937	177122	RiPP
1766620.SAMN04318430.LOPX01000016	BGC0001495	141560	198281	Polyketide
1768741.SAMN04299413.LSHQ01000030	BGC0001496	171397	180434	RiPP
1769751.SAMN04332630.LPVX01000029	BGC0001497	164556	196853	Polyketide
1770053.SAMN05216551.FNLO01000001	BGC0001498	370712	385233	Unknown
1770053.SAMN05216551.FNLO01000003	BGC0001499	232059	246088	Unknown
1772333.SAMN04348725.LQXG01000017	BGC0001500	161957	207185	Polyketide
1774968.SAMN04328993.LPWG01000002	BGC0001501	114692	157666	Alkaloid
1774968.SAMN04328993.LPWG01000010	BGC0001502	256923	272537	NRP
1774968.SAMN04328993.LPWG01000013	BGC0001503	189726	279076	Polyketide
1774970.SAMN04328995.LPWE01000013	BGC0001504	257115	270849	Polyketide
1775430.SAMN04364338.LQAQ01000061	BGC0001505	401752	412031	RiPP
1775430.SAMN04364338.LQAQ01000100	BGC0001506	125058	127889	RiPP
1775674.SAMN04330451.LQBI01000013	BGC0001507	135235	138741	RiPP
1775951.SAMN04378109.LQGY01000014	BGC0001508	159433	188833	Polyketide
1776045.SAMEA3721275.FBWL01000171	BGC0001509	182254	227020	NRP
1776379.SAMEA3932115.LT556034	BGC0001510	129720	144255	Unknown
1776379.SAMEA3932115.LT556036	BGC0001511	294512	377456	Polyketide
1776379.SAMEA3932115.LT556049	BGC0001512	276195	295521	Polyketide
1776381.SAMEA3911737.FLLS01000002	BGC0001513	855968	867786	Polyketide
1776391.SAMEA4521287.LT629850	BGC0001514	1202694	1240163	Unknown
1777140.SAMEA3731266.FCOA02000002	BGC0001515	290865	354900	NRP
1777140.SAMEA3731266.FCOA02000004	BGC0001516	205007	219985	NRP
1777141.SAMEA3731267.FCOE01000003	BGC0001517	219658	244064	NRP
1778262.SAMEA3725905.LN999833	BGC0001518	421393	444892	Terpene
1778264.SAMEA3725907.LN999831	BGC0001519	157119	221909	NRP;Polyketide
1778481.SAMN05151611.MCAW01000001	BGC0001520	150184	230465	Polyketide
1778481.SAMN05151611.MCAW01000002	BGC0001521	125910	153185	NRP
1778481.SAMN05151611.MCAW01000003	BGC0001522	118248	244540	Polyketide
1780378.SAMEA3730079.FCNS01000037	BGC0001523	161883	291679	Polyketide
178339.SAMN05786934.CP017298	BGC0001524	1077016	1097998	NRP;Polyketide
1785156.SAMN04437166.LSSV01000027	BGC0001525	101188	117580	Unknown
178774.SAMN05441567.MDKC01000013	BGC0001526	180051	194468	Unknown
1792290.SAMEA4029002.FLOB01000001	BGC0001527	417591	425761	Unknown
1792834.SAMN06310781.MVBD01000006	BGC0001528	126663	147663	Terpene
1792834.SAMN06310781.MVBD01000007	BGC0001529	123176	135997	Alkaloid
1792845.SAMN05436731.MBTF01000036	BGC0001530	224385	233350	Unknown
1794912.SAMN04455719.LSGP01000001	BGC0001531	214128	225392	Unknown
1795630.SAMN04457486.CP014513	BGC0001532	2027689	2090656	NRP
1797.SAMD00041176.BCTB01000018	BGC0001533	172612	236269	Polyketide
1797213.SAMN04314139.MEMB01000002	BGC0001534	505239	511001	Unknown
1797334.SAMN04313841.MENX01000005	BGC0001535	148774	153165	Unknown
1797337.SAMN04313832.MEOA01000003	BGC0001536	148590	208815	NRP
1797341.SAMN04313820.MEOE01000013	BGC0001537	216500	285429	Polyketide
1797341.SAMN04313820.MEOE01000014	BGC0001538	146550	162264	NRP;Polyketide
1797351.SAMN04313811.MEOO01000047	BGC0001539	154880	157590	RiPP
1797377.SAMN04316269.MEZD01000039	BGC0001540	145304	183930	Unknown
1797383.SAMN04313918.MEPO01000009	BGC0001541	85121	127927	Polyketide
1797552.SAMN04314864.MERU01000007	BGC0001542	238183	260980	Polyketide
1797558.SAMN04315604.MESA01000034	BGC0001543	210972	262401	Polyketide
1797562.SAMN04316054.MESE01000001	BGC0001544	204007	231734	NRP;Polyketide
1797682.SAMN04313936.MGOX01000013	BGC0001545	144482	161993	NRP
1797746.SAMN04314158.MGPB01000008	BGC0001546	152962	163879	Alkaloid
1797746.SAMN04314158.MGPB01000021	BGC0001547	296970	317766	Terpene
1797796.SAMN04316104.MFDX01000004	BGC0001548	191633	195088	RiPP
1797923.SAMN04313856.MGTU01000008	BGC0001549	129353	134110	RiPP
1798182.SAMN04487799.FMAQ01000001	BGC0001550	207716	213126	RiPP
1798213.SAMN04515695.FNLB01000008	BGC0001551	239335	241888	RiPP
1798308.SAMN04314635.MGZB01000001	BGC0001552	244714	249276	RiPP
1798368.SAMN04314766.MFIU01000001	BGC0001553	145047	165910	NRP;Polyketide
1798453.SAMN04314561.MHAZ01000003	BGC0001554	123395	129370	Unknown
